 Azi   Fax[N]   Torque[Nm]   Fn25[Npm]   Fn35[Npm]   Fn60[Npm]   Fn82[Npm]   Fn92[Npm]   Ft25[Npm]   Ft35[Npm]   Ft60[Npm]   Ft82[Npm]   Ft92[Npm]    		     
 1.06309991881318   936.194909325238   73.0063398245644   54.5966396517536   100.574213230153   168.876921753476   286.788843835787   306.063401165556   7.33017508027054   4.59972785764964   4.25019316368699   10.3148864420861   11.2206882329961 
 2.95010185469738   936.673587182848   73.0128401060673   54.4434592375118   100.994036132659   168.897591001707   286.402391081493   305.392361977556   7.32998265147842   4.59561075230522   4.21243854907674   10.2404029040062   11.0488804279506 
 4.99591034380967   936.613995268969   73.0119336062393   54.5824698309092   100.883011663504   168.932659515437   285.883220225591   304.463731985102   7.30935918683937   4.58755070694714   4.21919639064731   10.1813128914015   10.9242797956121 
 7.05093148196102   936.471880473519   73.0306449408251   54.4602760709261   101.016006784341   169.000475152377   285.130283701812   303.639511153375   7.32123808665199   4.59511987528424   4.19190226923146   10.1073249392495   10.7851193568743 
 8.94205401524096   936.998428602853   73.0599558012724   54.5273173349569   100.933426075216   169.024866865313   284.72323211435   302.886146626539   7.26258983588607   4.5266467844642   4.18186112256885   10.0306847434851   10.6308559995254 
 10.9888843966964   936.940033333833   73.1198647463505   54.589671384903   101.014261243242   168.967967899694   284.254213341788   302.209347649535   7.26048927077344   4.54102899213212   4.15800241574073   9.96173568724343   10.5548529696693 
 13.0529305676741   936.940309290199   73.1169316562467   54.6694410057618   101.229447112293   168.953584641194   283.631027737401   301.483631115409   7.23129998455182   4.51676335493896   4.13633571296528   9.86243248323715   10.4295849323419 
 14.9646531014722   936.595782037424   73.123830969904   54.8693090823563   101.074031699465   168.897427555485   283.012308598019   300.768887529141   7.16882583931766   4.51950599334325   4.10552284977803   9.76842908639602   10.3200309179718 
 17.0013790375588   936.786932769601   73.1544573395657   54.6784594980158   101.351265030401   168.714796799206   282.672804118942   300.0515099787   7.19584076451357   4.48883829725921   4.07357898242487   9.70600994054904   10.2087699873498 
 19.0462315971262   936.485583976717   73.1343446037887   54.8370153700332   101.243107505907   168.532776301901   282.075210325977   299.285303367181   7.14169519767336   4.45143617653232   4.04336972395446   9.62073158315344   10.080000539082 
 20.9489913279561   936.666341276678   73.1595705979979   54.9368841401257   101.404484700913   168.402464964425   281.793994105206   298.819992215223   7.14982456003829   4.47500038477421   4.01700061751376   9.54220018859813   9.96849155438284 
 23.0035048960699   936.222048639684   73.1658181727331   55.1499298402493   101.367594477143   168.433321719244   281.404468325738   298.413888385544   7.09807247184335   4.49768886484442   3.98510506167863   9.48890412446036   9.90213448644056 
 25.0613869537   936.208553710432   73.0970544685035   55.2660355799294   101.485764198704   168.484634469778   281.239179386358   297.882771228719   7.01624930527649   4.44067511453283   3.95065413620192   9.38627673516553   9.78006869413042 
 26.9611269292479   936.15613058415   73.1427100216887   55.1450508092704   101.713885140193   168.317790401583   280.828716436587   297.450814323941   7.02649987430207   4.38395454404519   3.93097033894557   9.35383292736745   9.7349866165639 
 28.9956731874959   935.906039319679   73.0535397812477   55.4114986385009   101.850854688131   168.296165131578   280.417261458997   296.926461786243   7.03562853749338   4.38903666806841   3.8666486191239   9.26893253258662   9.63718516897829 
 31.0432186106349   935.651129915931   72.999807300918   55.3315688052228   102.085364844465   168.27035925115   280.017072866471   296.653663753158   7.02988584969362   4.37448523850504   3.82314906211522   9.17703742332755   9.52300346808522 
 32.9752642947225   935.218828904118   72.9507273588891   55.5176868952834   102.077391486957   168.18371797088   280.002386563204   296.051960767706   6.9510400323012   4.3245999933015   3.80473235322288   9.1285201157626   9.45338196418831 
 35.0186871288036   935.138693608342   72.9742442529936   55.7100007374379   102.028333982365   168.077850401405   279.609776022718   295.699981817547   6.90148887898481   4.30846990988474   3.74689667358108   9.06294835192341   9.36915213675503 
 37.0587404706782   934.872534741918   72.9520003076544   55.8243068643624   102.187966059191   167.965999622974   279.323999957768   295.230949648126   6.91763668717897   4.32667860998891   3.68949436973019   9.00542084655592   9.26287213803226 
 38.9686008156543   934.617843404278   72.9284183364238   55.7898104511559   102.137339203875   168.046487013573   279.088425314926   294.696987852255   6.91527874740667   4.30820057220082   3.65545607944422   8.95098459875185   9.14641250827059 
 41.0000439214291   934.450680706589   72.9191860326834   55.6905895217545   102.318175386483   167.951676964742   278.790148044928   294.465026136305   6.82489588973583   4.25652716598942   3.6012590131474   8.88916682299835   9.07150430945357 
 43.0481636355867   934.405280650288   72.8296383285905   55.8176936423829   102.30560491182   167.988138148102   278.758094765887   293.860468522472   6.83315365834743   4.23298543990525   3.54128367605627   8.84879804259503   8.98674097455062 
 44.9760479584554   934.367737718327   72.8817994458729   55.9365423031878   102.62110736219   167.860113660109   278.510460563205   293.745326636783   6.81859106691946   4.23750617556541   3.48616735396335   8.78334303073352   8.89097134899518 
 47.0165069260234   934.436032152352   72.877320486933   56.0014510163506   102.50851383795   168.0011646524   278.457343045969   293.487102159044   6.79708815640468   4.23087740342213   3.43144921067796   8.77298535531587   8.79941208013244 
 49.045294225512   934.440515152496   72.8525975984678   55.9804615678616   102.561578893675   167.953397488158   278.475998997102   293.332038610318   6.71690946707137   4.18562879585849   3.43151557336321   8.71068958637527   8.73697414226025 
 50.9627017878498   934.199549156709   72.7664040486111   55.7259222125767   102.977829203997   168.018684524357   278.133232678609   292.997245060592   6.75731965571419   4.14975099250929   3.39550410267977   8.61340369468452   8.66684207713593 
 53.0148354841659   934.085156908135   72.8140166585656   55.9452378226677   103.048413932017   168.105459922011   277.900095112313   292.554747742676   6.77140775603971   4.13985491080432   3.34675860929592   8.56119175943163   8.61566450919071 
 55.0517531445856   933.820673580383   72.7851645359606   56.0885160300088   103.225183338332   168.165657280258   277.676028477393   292.427600390496   6.72098821467195   4.14164287548683   3.30118711693922   8.47821301940993   8.52270891047516 
 56.9750929639898   933.829429431962   72.7072039563826   55.9245637644338   103.49338251798   168.098314000023   277.543245278082   292.007705567959   6.70660647651116   4.04660572635911   3.27238085386132   8.43435998894414   8.42952247319093 
 59.0057005733515   933.639599612011   72.7358183908365   56.0287689491758   103.560733301429   168.094478200658   277.509282933312   291.656999375729   6.65996337069011   4.06863524615336   3.23918210990848   8.37642490108932   8.35336614075118 
 61.0437902623272   933.89780458005   72.6730248838623   56.127055896539   103.912479886285   168.292833527864   277.478129752858   291.512664045304   6.69081183829964   4.04704436342672   3.15720825153652   8.32282124000177   8.24808014422557 
 62.98549000803   933.852641140234   72.6442225340376   56.5408914630631   104.044798609839   168.246027896587   277.385470293897   291.181638664634   6.6221687273397   4.0156229317054   3.16443062053712   8.23541901493507   8.18332325669999 
 64.9744949624343   933.450351290291   72.6850909761498   56.5125646750655   104.267610579609   168.002373661215   277.123217910763   290.931705489266   6.57128936513509   3.97684801020478   3.17731879910475   8.20596880817201   8.12443686843944 
 67.0097121223291   933.454200480394   72.6055754354033   56.6997144705187   104.177773023084   168.134947727816   277.055322382421   290.718778527214   6.51492799252125   3.92896633043412   3.1240731096351   8.17159338742737   8.03305146453019 
 68.9855855071639   933.413826413741   72.6059339826355   56.977605291358   104.380219549547   168.251719074425   277.007444602797   290.552662585373   6.5106006418427   3.93631758949075   3.05976877206619   8.07208384860396   7.96880632887921 
 70.9728051328078   933.451915688464   72.5697417193535   57.1615790558194   104.813221269842   168.11147009247   277.03802832121   290.373501975165   6.4780541429307   3.90693782655991   3.01760714148783   8.00534484859064   7.92236307652139 
 73.0113076915533   932.876444910962   72.5133061090455   57.3283529780529   104.779848925614   167.983188348852   276.928644422931   290.180643146949   6.44599671562969   3.85363270429115   2.99298110947568   7.97038000197113   7.8587899532627 
 74.9908815310167   933.126107668851   72.5188310707391   57.4866557938039   104.999363140488   168.04940085119   276.870650774616   290.248270571738   6.40088428440885   3.82482643038786   2.94986826123927   7.88784534155495   7.78227820528835 
 76.986990378343   933.133409154313   72.5036846825617   57.6138102094025   105.154112393959   168.088064899567   276.860537832427   289.978188457859   6.41856020606514   3.8023944638714   2.91083533338407   7.83144369518428   7.72019089979223 
 79.0100129832647   933.237372129229   72.4433946626724   57.6402654304813   105.541501799921   168.173153212224   276.896578302518   289.912774797146   6.35562054115435   3.7538675172098   2.86587003039097   7.7897193380838   7.66439166738056 
 80.9599726259968   933.335301848503   72.4820853422682   57.9603802903168   105.639431701352   168.173857476801   277.039860550377   289.848974577839   6.32052857884424   3.72030701032234   2.85546892943488   7.75265111802903   7.60356178929561 
 82.9722574392586   933.293969850895   72.5066436101492   57.966476805445   105.619850879625   168.27473103838   277.223355054822   289.86868767061   6.31252378675807   3.70848121673199   2.81634803746586   7.73918371093847   7.52385560556035 
 85.0121881049189   933.344396039585   72.4736497670705   58.096941988096   105.779489995734   168.349683049615   277.161107759714   289.967036201531   6.26488549169264   3.68349835177717   2.78309108766721   7.67324387383103   7.5157119867229 
 86.9777617510418   933.568596218506   72.5629484712621   58.2560919776771   106.056242795555   168.172961180758   277.3005755152   290.07769709261   6.20586752623192   3.61666002698367   2.7370856665677   7.64102021289553   7.50532086889296 
 88.9856451641981   933.622815534998   72.5476124712249   58.1738183552665   106.339534581764   168.199487873849   277.292400439224   289.994579671808   6.19446643152777   3.57485905123226   2.68892524941127   7.58961241094291   7.49571762046086 
 91.0163586080138   933.391095667325   72.5394626604829   58.2123268863475   105.938029194927   168.264185625605   277.593217802524   290.487298497722   6.169725405662   3.57104636458866   2.68051410145194   7.54612398919688   7.43014161504422 
 92.9842036037133   933.698826932878   72.5789013592139   58.1565069133378   106.252495330072   168.373088501244   277.592256776557   290.671845489996   6.11806919907435   3.51568216496392   2.63049215748005   7.52259857996072   7.42811433816249 
 94.9831755407133   933.846302239011   72.5629737155579   58.1745495244157   106.23552901341   168.302682591956   277.722400091112   290.583160869187   6.06522417645272   3.46442606734024   2.59438494142486   7.49399158175811   7.40728215083431 
 97.0161241529054   933.900743900264   72.5530312836461   58.3806454184092   106.337734851052   168.470346126379   277.731852145502   290.860401764138   6.00055913673402   3.43333845740317   2.51943798880188   7.48120460481507   7.39747369152468 
 98.9874906593081   933.998771670785   72.5886355652819   58.0638711508413   106.133682279492   168.463988157665   278.173392219308   291.182190398383   5.96662491706042   3.40749757292163   2.50081098606879   7.45567067346162   7.37969838086913 
 100.982445751221   934.310843403852   72.6029460490885   58.0407513817885   106.122911411865   168.801177705189   278.312969891544   291.537739962034   5.91734659580494   3.34424549965143   2.45213007327824   7.44697918088083   7.35284433845257 
