Azi Fn25[Npm] Fn35[Npm] Fn60[Npm] Fn82[Npm] Fn92[Npm] Ft25[Npm] Ft35[Npm] Ft60[Npm] Ft82[Npm] Ft92[Npm]
1.01858914489532 98.0295614339988 157.019774169891 261.474421752458 420.030094295596 421.541481331146 28.3400738877064 26.8702102645546 29.8488637966182 39.6903027434122 41.5306377616326
2.87375183307242 97.9899674414157 157.125979233332 260.908275838811 419.34822256303 420.252150920429 28.4238142420366 26.9731964019055 29.6888479437086 39.3901829292908 41.1009681757618
4.9501006183862 98.0470416990817 157.331090132459 260.031808403884 418.338574735508 419.208950786907 28.391858605744 26.9486234921111 29.5860661092644 38.9662028423521 40.642509217862
7.02279124542908 97.9771727080098 157.433590036513 259.82707550711 417.45911022354 418.337542320308 28.3764873946537 26.8832845280309 29.3682921741723 38.590516758875 40.1819398961608
8.87787607766366 97.763198001996 157.521362961177 259.179294178199 417.009991493665 417.078368628911 28.3642448878359 26.834990338724 29.2316903353123 38.2572416677273 39.8141702034314
10.9543894500847 97.7856450834906 157.591138095919 258.731889167187 416.036406469058 416.02327954208 28.3379333079009 26.8292393083373 29.0540390609728 37.8569333911014 39.3405141656723
13.0270194889899 97.9136923189937 157.404992215281 258.19093089206 415.202333596189 414.971450584887 28.2293897570155 26.7712114530689 28.9301708949323 37.4579077176956 38.9061218305451
14.8820291451874 97.606560121454 157.191618700271 257.70836424949 414.659000765969 414.053139970709 28.0528014829969 26.6895524518918 28.7447583605538 37.1011089721457 38.4856212727989
16.9587023584289 97.658450492714 157.588624289487 257.218196588665 414.041155886508 413.13258826314 27.9752021758953 26.6660098280016 28.5529736947531 36.7307574223998 38.0705625516547
19.031273991872 97.9974640921768 157.698742570179 256.954535218726 413.601432845148 412.364893670405 27.8284531370426 26.6436038956671 28.3685144978224 36.3350205350894 37.5959737660477
20.8862111207329 98.3419294939584 158.203076706673 256.693650337134 413.04153750457 411.804972000163 27.7082511749562 26.5974777183698 28.1676000787496 35.989684313038 37.2012098567438
22.9569892716476 98.2212654759066 158.245599034265 255.929693449162 412.586753941639 411.026465390652 27.5001243859215 26.5340019414884 28.0490105541116 35.5932354082575 36.814162681653
25.0282794911108 98.5040584449024 158.149360551591 256.141709950917 412.366350006375 410.397248542027 27.2620614092699 26.4889752346122 27.8340037330144 35.2844088053174 36.3213391947346
26.8904220893899 98.9490720648892 158.354872162309 255.712133699934 411.851708729171 409.661563013884 27.1703434006251 26.4447744415813 27.6946248749386 34.958841930264 35.9769435028131
28.9612500455516 99.4437500211699 158.519512490787 255.402973199111 411.44830760271 408.748132067264 26.9758550546528 26.3263890154061 27.4950269460062 34.6457336962311 35.5796159749992
31.0327108145248 99.4591887500855 159.08019282861 255.326232094102 411.131332336556 408.572856316473 26.7676084012069 26.1781641359176 27.2753280185769 34.3314860364104 35.1509472038082
32.8946621362476 99.4973172449294 159.198997625164 255.094291069893 410.723191462986 408.088700366957 26.520421974008 26.0523730416069 27.0960815418808 34.0621401583227 34.8676442560681
34.9655327746809 99.8533832759149 159.694392333238 254.791116872506 410.301913542117 407.688921967862 26.3818946592373 25.9216605877866 26.961026751675 33.78197666962 34.5335167537336
37.0371718552153 100.422228884122 160.034338248112 254.829330851106 409.910077038122 407.200665042785 26.2010004822058 25.7723441029542 26.7476365389498 33.436974593676 34.1888846998022
38.8989313463956 101.032334153977 160.339181604162 254.477803756851 409.766295713458 406.757135298176 26.0039221494381 25.6242614178772 26.5957575322207 33.1946607026392 33.8310805711551
40.9698375766637 101.400081578238 160.454312435991 254.52259068526 409.311957347423 406.906343080745 25.8465868952754 25.4290357388685 26.3937442858489 32.8580855276963 33.5020583607189
43.0416627590446 102.159373477045 160.886333634381 254.220248536791 409.141356688293 406.29104775683 25.7296519753641 25.31825619916 26.3180532360306 32.5839745695056 33.2009623584881
44.9032298049232 102.998522809151 161.088782650464 254.652158169266 408.836765963947 406.264359263043 25.5397135091369 25.2122919177966 26.0878848919209 32.3152714900873 32.8989588530929
46.9741645691281 103.8364638546 161.542114077874 254.554727586756 408.958045890083 406.121740340675 25.3796057809521 25.0626002906179 25.9591487852016 32.0541936536336 32.6100182660333
