-180 0 0 0
-175 0.137989211988162 0.0099 0.0218
-170 0.27184510656654 0.0392 0.0434
-165 0.39743436632535 0.0871 0.0647
-160 0.51094162134787 0.1521 0.0855
-155 0.608869449210437 0.2322 0.1057
-150 0.688356322475507 0.325 0.125
-145 0.746938148071863 0.4277 0.1434
-140 0.78278672791441 0.5371 0.1607
-135 0.794868732650701 0.65 0.1768
-130 0.78278672791441 0.7629 0.1915
-125 0.746938148071863 0.8723 0.2048
-120 0.688356322475507 0.975 0.2165
-115 0.608869449210437 1.0678 0.2266
-110 0.51094162134787 1.1479 0.2349
-105 0.39743436632535 1.2129 0.2415
-100 0.27184510656654 1.2608 0.2462
-95 0.137989211988162 1.2901 0.249
-90 0 1.3 0.25
-85 -0.137989211988162 1.2901 0.249
-80 -0.27184510656654 1.2608 0.2462
-75 -0.39743436632535 1.2129 0.2415
-70 -0.51094162134787 1.1479 0.2349
-65 -0.608869449210437 1.0678 0.2266
-60 -0.688356322475507 0.975 0.2165
-55 -0.746938148071863 0.8723 0.2048
-50 -0.78278672791441 0.7629 0.1915
-45 -0.794868732650701 0.65 0.1768
-40 -0.812037897275956 0.5422 0.1416
-39 -0.813866095361052 0.5206 0.1346
-38 -0.807745606119642 0.4991 0.1276
-37 -0.809573804204738 0.4775 0.1205
-36 -0.803453314963328 0.4559 0.1135
-35 -0.805281513048425 0.4344 0.1065
-34 -0.807109711133521 0.4128 0.0994
-33 -0.800989221892111 0.3913 0.0924
-32 -0.804884078682099 0.3447 0.066
-30 -0.820066071475728 0.2862 0.0486
-28 -0.85114543892237 0.2427 0.0311
-26 -0.874435092789036 0.21 0.0182
-24 -0.87387868467618 0.1673 0.0053
-22 -0.876978672733518 0.1383 -0.0029
-20 -0.872050486591084 0.1094 -0.0112
-18 -0.864022312391311 0.0872 -0.0144
-16 -0.848045450865032 0.0551 -0.0177
-14 -0.80567894741475 0.0278 0
-12 -0.714269043159919 0.0151 0
-10 -0.570556776296673 0.0119 0
-8 -0.405542027398387 0.0098 0
-6 -0.231942696187474 0.0084 0
-4 -0.0547664556796333 0.0075 0
-2 0.123840548546979 0.0063 0
0 0.308091120775412 0.0061 0
2 0.488605809960386 0.0066 0
4 0.65799233688825 0.0078 0
6 0.803135367470268 0.011 0
8 0.952570689208599 0.0134 0
10 1.06401128552623 0.0209 0
12 1.04938570084546 0.0358 -0.0001
14 1.01941914962452 0.0528 -0.0002
16 1.03420370805183 0.0782 -0.0005
18 1.04930621397219 0.1051 -0.0801
20 1.05685746693237 0.1383 -0.0861
22 1.06250103493419 0.1829 -0.0981
24 1.07005228789437 0.2287 -0.1109
26 1.06575999673806 0.2742 -0.1266
28 1.05105492518402 0.3187 -0.142
30 1.03126269374102 0.3674 -0.1592
32 1.01814735965228 0.4251 -0.176
33 1.0090063692268 0.4735 -0.1483
34 1.00121665564682 0.4965 -0.1526
35 0.993267968320315 0.5192 -0.1571
36 0.984921846627483 0.5415 -0.1613
37 0.976575724934651 0.5635 -0.1654
38 0.968070629495288 0.5853 -0.1695
39 0.951457872982889 0.6067 -0.1734
40 0.934686142723959 0.6278 -0.1774
45 0.866088971096203 0.7298 -0.1959
50 0.775473935574023 0.8065 -0.1944
55 0.731915129024765 0.8857 -0.2054
60 0.688356322475507 0.975 -0.2165
65 0.608869449210437 1.0678 -0.2266
70 0.51094162134787 1.1479 -0.2349
75 0.39743436632535 1.2129 -0.2415
80 0.27184510656654 1.2608 -0.2462
85 0.137989211988162 1.2901 -0.249
90 0 1.3 -0.25
95 -0.137989211988162 1.2901 -0.249
100 -0.27184510656654 1.2608 -0.2462
105 -0.39743436632535 1.2129 -0.2415
110 -0.51094162134787 1.1479 -0.2349
115 -0.608869449210437 1.0678 -0.2266
120 -0.688356322475507 0.975 -0.2165
125 -0.746938148071863 0.8723 -0.2048
130 -0.78278672791441 0.7629 -0.1915
135 -0.794868732650701 0.65 -0.1768
140 -0.78278672791441 0.5371 -0.1607
145 -0.746938148071863 0.4277 -0.1434
150 -0.688356322475507 0.325 -0.125
155 -0.608869449210437 0.2322 -0.1057
160 -0.51094162134787 0.1521 -0.0855
165 -0.39743436632535 0.0871 -0.0647
170 -0.27184510656654 0.0392 -0.0434
175 -0.137989211988162 0.0099 -0.0218
180 0 0 0
