Fx03	Fx05	Fx08	Fx10
27.4282703399658	66.372932434082	125.942481994629	119.552688598633
24.962329864502	67.1184387207031	129.714553833008	129.682495117188
24.8075885772705	63.7386016845703	124.326797485352	118.740928649902
28.1157417297363	66.1004943847656	121.302085876465	128.450653076172
29.2122001647949	68.0536270141602	126.861053466797	127.498123168945
29.3480796813965	68.9414825439453	122.268280029297	129.747253417969
34.7503852844238	69.8310699462891	123.771705627441	119.996551513672
41.3963813781738	68.0577392578125	109.634468078613	116.172256469727
41.4659156799316	69.7860260009766	111.531829833984	112.009269714355
39.7097511291504	63.8309326171875	105.244354248047	115.273994445801
37.1360054016113	64.0580062866211	100.506294250488	115.143394470215
37.0653533935547	65.187370300293	109.924118041992	115.258644104004
37.866813659668	63.6033248901367	109.747482299805	125.043525695801
39.0936889648438	60.3178787231445	112.810401916504	122.205986022949
35.8333930969238	68.9115524291992	114.580741882324	132.132125854492
38.9077453613281	67.6846542358398	113.168235778809	128.525192260742
40.7343444824219	69.2531433105469	116.830467224121	130.933883666992
42.4913635253906	67.982048034668	115.686012268066	128.404403686523
41.4193878173828	70.4037933349609	105.479461669922	124.906982421875
43.8484802246094	69.9970092773438	93.9376220703125	108.891441345215
42.0508003234863	73.1049194335938	94.6624221801758	108.940567016602
40.9550743103027	75.3671722412109	101.333190917969	109.804222106934
45.5329742431641	73.6601409912109	93.3249816894531	110.195976257324
49.3761405944824	78.99951171875	89.9396209716797	114.381828308105
45.3699722290039	72.9422454833984	93.3021469116211	117.979568481445
45.9239768981934	77.3477325439453	84.9828567504883	114.232612609863
45.2870025634766	75.5107192993164	89.8182983398438	119.37899017334
45.8498687744141	81.7890625	80.0331802368164	109.182319641113
44.7502555847168	78.0986480712891	73.3827590942383	116.127334594727
49.0646286010742	78.5951385498047	78.507698059082	108.084938049316
51.0869102478027	81.3713760375977	84.3983001708984	111.887825012207
47.5564193725586	77.2698516845703	84.9770965576172	104.987243652344
49.5102882385254	84.7540054321289	98.3803024291992	102.035362243652
48.1990737915039	81.8899002075195	100.701095581055	99.8877639770508
47.9197311401367	77.499382019043	114.043167114258	101.711051940918
46.5526123046875	85.7642822265625	115.183570861816	101.851745605469
49.0060348510742	87.7936782836914	122.844749450684	106.635368347168
50.8101463317871	85.8078460693359	115.459228515625	100.170379638672
50.7482490539551	83.8308258056641	122.386528015137	101.403915405273
49.5562744140625	87.6417007446289	127.227386474609	114.537261962891
50.8474807739258	89.2142333984375	129.430770874023	121.43229675293
48.2830009460449	92.1317672729492	145.217987060547	119.713973999023
49.6765823364258	87.3652725219727	131.792098999023	124.915718078613
46.344654083252	85.4801635742188	143.054183959961	134.240798950195
46.0614471435547	89.3057708740234	137.992538452148	154.223022460938
45.8005638122559	88.9174118041992	150.920471191406	157.124145507812
43.5521965026855	84.0545272827148	138.536758422852	148.665756225586
45.5803680419922	81.7998428344727	144.899871826172	140.654663085938
45.1232299804688	81.4140167236328	144.233062744141	152.271728515625
47.3300933837891	84.9882507324219	141.653472900391	139.608581542969
45.3043212890625	85.2807312011719	139.374938964844	145.822082519531
46.111888885498	86.759765625	147.862487792969	133.060409545898
48.2469673156738	90.1174087524414	138.563400268555	132.389724731445
49.443546295166	91.4552230834961	142.879028320312	121.873680114746
48.9775161743164	89.4738082885742	139.094940185547	129.839324951172
47.6247825622559	79.3307800292969	133.395477294922	137.863494873047
45.2725067138672	91.1289138793945	123.059242248535	140.619277954102
44.9383850097656	86.7618865966797	116.601974487305	126.299415588379
44.9434280395508	98.5326156616211	119.298095703125	115.877891540527
42.3433036804199	89.3720932006836	112.94261932373	107.784805297852
40.8255653381348	86.2743682861328	107.592758178711	116.892456054688
41.0650825500488	87.6920471191406	105.859588623047	122.265998840332
40.3558731079102	90.8793182373047	111.673538208008	130.888153076172
43.2760772705078	86.6993103027344	110.928131103516	121.019569396973
42.1802177429199	81.4928436279297	108.34481048584	118.981971740723
41.9984359741211	74.2895126342773	97.0972137451172	109.773635864258
42.0510559082031	72.0647583007812	90.2489776611328	99.8526763916016
40.242504119873	69.411506652832	90.1589431762695	88.0536041259766
36.3162803649902	68.8643035888672	86.6357192993164	95.7902297973633
33.6557884216309	67.1443634033203	88.0637893676758	100.700996398926
28.6834964752197	64.3692474365234	91.3511123657227	99.5553207397461
27.5351409912109	68.9663772583008	92.5157623291016	89.3557662963867
26.3487396240234	68.5530090332031	94.7576675415039	89.7570114135742
27.99582862854	75.101432800293	86.0893325805664	81.8877487182617
26.7983856201172	64.009880065918	86.9544219970703	88.0220031738281
26.0705471038818	58.6504821777344	76.2969512939453	89.9646759033203
29.0077896118164	60.3434143066406	81.9953002929688	96.084098815918
29.0460147857666	61.5777282714844	82.1893920898438	94.1404724121094
25.2337665557861	53.7523193359375	84.9321365356445	99.3635864257812
27.1476497650146	64.2334365844727	83.4460296630859	103.536445617676
23.1259689331055	59.0649871826172	82.1113510131836	95.3821716308594
24.3572750091553	58.4368171691895	82.5803985595703	89.7746963500977
25.8970947265625	58.8035697937012	82.4780502319336	93.072639465332
21.1447067260742	57.7778015136719	73.5984420776367	100.436386108398
23.8977012634277	57.4747085571289	76.0794372558594	87.5570373535156
27.1906394958496	58.2322158813477	79.5383377075195	86.6101379394531
25.3079605102539	52.5170669555664	87.889892578125	83.5702438354492
23.5009536743164	50.4206275939941	84.7375411987305	77.5230484008789
25.2298545837402	52.5523300170898	88.6636352539062	74.3794326782227
26.770902633667	55.2651023864746	87.2886734008789	73.5462646484375
25.0878162384033	57.1997146606445	80.5394439697266	74.7426376342773
26.225658416748	58.9666175842285	77.722541809082	72.0860595703125
26.5138912200928	58.12451171875	79.3675231933594	76.5976409912109
27.080940246582	58.3639335632324	77.2858657836914	67.4420928955078
24.6867618560791	56.9609642028809	80.8388748168945	68.7935409545898
23.8619956970215	57.7186584472656	85.2810211181641	71.7871246337891
22.4504165649414	56.1279945373535	90.0268249511719	70.5625610351562
21.6805839538574	55.4485778808594	93.6616897583008	73.4012451171875
21.8792533874512	55.6458473205566	87.8562164306641	76.4176788330078
23.3368091583252	60.7739105224609	87.1259307861328	74.9627151489258
22.2219009399414	53.2420234680176	90.3359146118164	77.4682083129883
21.3449230194092	52.6263771057129	94.7921676635742	78.9811706542969
20.601900100708	51.6107444763184	96.919807434082	80.3554153442383
21.3992462158203	55.6201286315918	94.8261184692383	82.2516326904297
20.9068565368652	54.1877593994141	99.4154205322266	89.5995788574219
21.291109085083	65.1986999511719	96.5684051513672	89.3608932495117
21.6628284454346	58.9580726623535	96.3824920654297	87.6415710449219
23.9040565490723	59.814811706543	101.170234680176	94.0607681274414
23.1090335845947	60.1943550109863	98.9249649047852	98.2721939086914
25.9227924346924	65.9159545898438	110.959083557129	103.234466552734
27.984525680542	65.3928375244141	110.234214782715	90.9489288330078
26.7498607635498	67.4115905761719	105.855598449707	94.735221862793
28.6201400756836	72.5184936523438	107.334976196289	100.728088378906
28.3237819671631	71.2592468261719	110.848342895508	98.8033828735352
29.8880634307861	73.3568420410156	116.912078857422	94.5247573852539
31.2202453613281	72.2861938476562	120.83715057373	100.633102416992
26.2582130432129	72.6265182495117	111.739356994629	101.493797302246
24.1050548553467	74.9767990112305	120.400909423828	99.2255477905273
21.0544719696045	74.4610824584961	114.846603393555	82.1596450805664
23.1088581085205	74.5512924194336	114.586799621582	101.823257446289
22.6159954071045	81.107551574707	117.592041015625	95.8834609985352
23.2729072570801	78.3882141113281	118.657615661621	105.722518920898
22.3160076141357	75.5022506713867	117.555015563965	95.3781127929688
20.2208881378174	76.6115264892578	114.502632141113	104.627662658691
27.1416873931885	76.087646484375	112.376510620117	103.907920837402
22.7014293670654	71.1984939575195	116.323928833008	115.227920532227
24.5152587890625	77.0965042114258	93.327766418457	111.331130981445
27.1189365386963	76.8538208007812	108.073173522949	104.265892028809
27.2179393768311	80.5016784667969	114.012031555176	111.513793945312
30.1064567565918	80.0738830566406	119.975509643555	108.366996765137
32.029972076416	79.1448440551758	119.203186035156	103.366760253906
33.0624237060547	80.3796920776367	123.08814239502	112.919845581055
33.6048355102539	81.8142929077148	125.366577148438	121.710647583008
33.7071495056152	80.0441284179688	136.275833129883	118.69327545166
37.7742691040039	84.3127670288086	138.541656494141	119.764869689941
40.3595771789551	86.1732025146484	137.934921264648	113.608177185059
44.4069671630859	85.3326721191406	129.84016418457	107.198120117188
47.8544654846191	86.2821960449219	132.719696044922	106.024345397949
48.5625801086426	85.5428848266602	124.577201843262	110.113037109375
49.6191558837891	84.4027099609375	121.380882263184	103.269683837891
53.0009155273438	81.6907501220703	133.532501220703	108.944999694824
53.2542037963867	83.38916015625	120.567848205566	100.504524230957
56.58349609375	81.9127426147461	124.894889831543	113.244316101074
52.996711730957	81.1221008300781	118.68408203125	111.488235473633
55.0612449645996	76.8041915893555	137.024765014648	112.735168457031
56.069278717041	77.1569747924805	136.579772949219	117.067474365234
55.555103302002	80.8324737548828	143.024398803711	112.449409484863
53.436939239502	84.4166641235352	132.219284057617	111.345184326172
52.716983795166	81.3306045532227	135.044464111328	99.5987701416016
51.2654914855957	84.0728073120117	136.585372924805	91.5930862426758
53.3793869018555	85.4170608520508	131.497268676758	92.3275985717773
54.1736373901367	86.8085250854492	128.563140869141	99.4937362670898
54.5526008605957	91.8571929931641	124.20157623291	107.602195739746
58.4036293029785	94.0749282836914	126.935043334961	111.048271179199
59.6041374206543	102.479888916016	120.410659790039	107.614356994629
59.2890739440918	100.765113830566	129.238128662109	120.060546875
56.8620109558105	95.1288299560547	138.886627197266	109.158149719238
59.2952003479004	95.5812683105469	134.980422973633	106.122886657715
56.0580902099609	92.6604919433594	120.258926391602	100.404571533203
54.313549041748	92.2168960571289	122.087753295898	104.171630859375
53.5314826965332	96.6007232666016	117.777709960938	96.2077789306641
48.4286956787109	95.2502975463867	115.741889953613	111.605529785156
47.0882186889648	101.9736328125	117.717658996582	97.817008972168
42.416145324707	95.8293380737305	121.647315979004	111.600456237793
40.7895126342773	93.5743026733398	118.081634521484	109.532020568848
36.349308013916	89.8781433105469	118.651161193848	110.532402038574
36.608715057373	86.3961486816406	119.510124206543	114.219062805176
35.9464340209961	84.6740264892578	123.532585144043	122.772804260254
34.4444274902344	84.7483062744141	124.315536499023	118.294242858887
31.6465606689453	82.4574432373047	130.434219360352	117.385131835938
35.5817222595215	85.9934387207031	129.405120849609	121.208595275879
33.6116905212402	81.2236404418945	139.303375244141	122.007995605469
32.7753219604492	83.2192993164062	133.816421508789	120.55345916748
28.5994930267334	78.5062942504883	134.667449951172	119.90975189209
28.9027366638184	75.2134094238281	135.470336914062	112.937545776367
26.6056442260742	68.0529937744141	130.699966430664	119.602462768555
30.1645774841309	66.5542373657227	130.702133178711	124.411888122559
30.3354415893555	65.7135620117188	128.800231933594	124.597099304199
30.3077278137207	67.5132293701172	116.072898864746	118.725868225098
31.6835861206055	67.0032119750977	119.749641418457	118.655822753906
32.1490287780762	64.3610229492188	114.527496337891	118.163993835449
33.8345794677734	62.1740531921387	113.639183044434	116.844940185547
36.05712890625	62.7725372314453	113.745750427246	125.68830871582
39.5648078918457	61.7166519165039	114.061157226562	140.906341552734
39.9887847900391	63.3531875610352	113.354110717773	120.661651611328
40.3837509155273	60.8156204223633	109.734336853027	124.814277648926
39.7006492614746	61.2456550598145	108.285537719727	117.180244445801
40.8010902404785	66.3181533813477	114.994781494141	131.413619995117
