Fy03	Fy05	Fy08	Fy10
470.800933837891	810.460571289062	1237.30517578125	1308.03894042969
463.531616210938	811.0419921875	1281.70446777344	1288.55200195312
468.686126708984	782.567199707031	1260.90185546875	1292.32495117188
472.316009521484	791.0634765625	1277.64562988281	1291.13305664062
472.996185302734	796.523803710938	1283.86059570312	1316.50146484375
468.574249267578	775.535400390625	1287.25256347656	1313.83276367188
468.334381103516	796.013061523438	1287.86242675781	1337.28112792969
467.154357910156	750.782653808594	1308.81274414062	1347.52587890625
461.479125976562	794.438537597656	1290.66857910156	1344.73693847656
463.443267822266	850.90380859375	1265.36926269531	1325.39904785156
451.631225585938	795.66796875	1260.86645507812	1314.2607421875
437.968811035156	785.302062988281	1288.11486816406	1296.36755371094
427.549743652344	771.839416503906	1250.50207519531	1307.826171875
425.846801757812	777.477844238281	1248.00549316406	1274.69445800781
411.009918212891	759.566223144531	1288.49719238281	1309.62854003906
413.623352050781	776.564025878906	1276.98828125	1294.34814453125
385.624969482422	693.115966796875	1227.98852539062	1281.05004882812
406.613433837891	716.198791503906	1232.61572265625	1270.30334472656
393.925415039062	679.1015625	1228.41137695312	1285.54541015625
402.09130859375	671.087341308594	1201.94152832031	1295.07861328125
385.118988037109	670.493103027344	1190.21215820312	1254.09191894531
387.895172119141	690.838012695312	1121.41711425781	1272.60656738281
391.177398681641	676.338317871094	1150.1982421875	1239.63000488281
379.522796630859	694.249694824219	1124.82995605469	1227.42956542969
357.136932373047	683.746704101562	1138.61047363281	1219.71838378906
360.735015869141	797.117614746094	1150.38525390625	1208.64172363281
361.303558349609	797.335998535156	1166.01733398438	1202.28637695312
367.546142578125	822.704895019531	1132.18725585938	1208.87194824219
358.725219726562	832.807312011719	1137.63671875	1179.21496582031
369.829650878906	813.241638183594	1152.36730957031	1210.40795898438
381.829223632812	828.621032714844	1145.21545410156	1180.04223632812
375.387329101562	819.945495605469	1105.34594726562	1201.46179199219
384.710296630859	856.842529296875	1072.39501953125	1193.70983886719
388.804901123047	779.858154296875	1112.37438964844	1208.00439453125
389.682891845703	808.230712890625	1097.31726074219	1163.75048828125
397.783172607422	808.344299316406	1043.826171875	1192.86694335938
400.24853515625	740.66162109375	1189.31042480469	1161.69018554688
403.861236572266	831.874633789062	1092.64331054688	1182.83361816406
412.715728759766	757.926147460938	1095.3095703125	1218.888671875
419.205627441406	729.681091308594	1076.35131835938	1254.14685058594
430.077941894531	774.725280761719	1074.89697265625	1260.04272460938
427.220489501953	711.191711425781	1050.74145507812	1277.31237792969
444.897155761719	784.197692871094	1062.93127441406	1231.74194335938
454.704681396484	706.991943359375	1057.37548828125	1186.45227050781
440.708587646484	707.035034179688	1073.23840332031	1159.65454101562
435.489044189453	706.023803710938	1072.12548828125	1130.43518066406
446.779846191406	706.114013671875	1095.14916992188	1148.27075195312
444.819763183594	720.88818359375	1081.55554199219	1181.20764160156
452.838928222656	708.558044433594	1099.85437011719	1192.88269042969
445.065551757812	704.390380859375	1110.79309082031	1175.62951660156
453.010345458984	749.474853515625	1107.17797851562	1146.55688476562
457.768920898438	744.687744140625	1110.51892089844	1137.61645507812
458.696685791016	751.318115234375	1108.57958984375	1163.58715820312
469.295196533203	746.285522460938	1138.82824707031	1158.05932617188
470.080444335938	765.226257324219	1157.64245605469	1158.119140625
473.193695068359	723.816650390625	1174.25695800781	1140.26318359375
483.759552001953	738.6796875	1167.22192382812	1118.15014648438
478.533325195312	802.255554199219	1185.24047851562	1143.35681152344
483.155517578125	734.165344238281	1150.04040527344	1171.56689453125
482.272766113281	773.090637207031	1120.01159667969	1177.58679199219
481.781066894531	808.398986816406	1083.28552246094	1153.42346191406
474.396331787109	823.346374511719	1054.00354003906	1125.29711914062
463.939025878906	862.753112792969	1032.77575683594	1128.94812011719
466.623748779297	775.699279785156	1061.04992675781	1146.72717285156
472.157806396484	802.177001953125	1050.32653808594	1139.95336914062
457.340057373047	809.564453125	1034.42907714844	1157.01904296875
459.421051025391	809.909240722656	1064.560546875	1163.79504394531
463.570922851562	786.17822265625	1105.3896484375	1148.97351074219
468.243041992188	816.792541503906	1116.76428222656	1073.23937988281
466.050964355469	800.391784667969	1151.01916503906	1140.62658691406
459.775085449219	817.271423339844	1174.48876953125	1195.64514160156
480.120483398438	818.976196289062	1206.14013671875	1236.82092285156
469.250244140625	908.747741699219	1220.7666015625	1285.19714355469
476.345703125	838.157470703125	1242.53198242188	1282.59936523438
465.324829101562	814.691589355469	1262.63732910156	1276.87475585938
469.441162109375	771.186157226562	1243.53869628906	1273.4912109375
453.882141113281	809.224975585938	1285.56848144531	1280.06115722656
450.506805419922	797.265563964844	1306.07019042969	1280.28967285156
450.236114501953	756.248107910156	1278.2890625	1296.53576660156
447.308715820312	760.882507324219	1277.93542480469	1296.80822753906
438.495361328125	794.277038574219	1284.17126464844	1286.45495605469
441.138305664062	731.984680175781	1250.35192871094	1298.85046386719
450.644805908203	776.256652832031	1273.50964355469	1260.73352050781
443.183319091797	770.4931640625	1287.49328613281	1307.43908691406
450.864471435547	777.337829589844	1324.83984375	1297.58764648438
461.989868164062	821.572265625	1328.1484375	1290.7744140625
454.264190673828	760.597839355469	1354.76037597656	1272.60461425781
449.526641845703	794.466125488281	1359.88854980469	1277.50366210938
456.209533691406	805.486877441406	1378.56555175781	1283.00109863281
450.284362792969	765.030212402344	1405.38940429688	1299.57373046875
449.152648925781	792.156799316406	1430.82983398438	1307.71472167969
443.254364013672	847.200378417969	1390.21948242188	1313.06188964844
457.475921630859	802.863525390625	1364.15771484375	1346.32763671875
446.323760986328	793.244750976562	1367.4345703125	1343.38317871094
416.944915771484	786.452758789062	1363.380859375	1336.50134277344
429.219451904297	788.166564941406	1351.06726074219	1375.73010253906
430.447082519531	769.730529785156	1313.11572265625	1393.10559082031
429.008392333984	758.558959960938	1302.41369628906	1366.45642089844
421.675811767578	722.370849609375	1298.37683105469	1403.42822265625
413.031127929688	734.202026367188	1352.35131835938	1345.14599609375
411.75732421875	781.917724609375	1302.13977050781	1331.42944335938
419.112640380859	758.240539550781	1320.27917480469	1332.69812011719
418.266510009766	772.494201660156	1328.16064453125	1365.11486816406
424.206878662109	743.850219726562	1352.04699707031	1291.09753417969
426.333404541016	728.437438964844	1369.19128417969	1373.25830078125
438.720306396484	766.728576660156	1380.9462890625	1399.90124511719
438.53076171875	818.159118652344	1348.56030273438	1391.17895507812
444.031097412109	797.26611328125	1346.38928222656	1416.26416015625
455.756622314453	835.609069824219	1343.88330078125	1378.6923828125
454.887634277344	774.133666992188	1348.08020019531	1381.26293945312
469.059967041016	864.874633789062	1329.29504394531	1362.47265625
480.659606933594	834.210510253906	1316.36010742188	1366.34716796875
491.555541992188	865.984375	1284.52612304688	1392.67517089844
502.04248046875	902.727966308594	1324.01977539062	1363.66662597656
505.8486328125	920.435424804688	1317.91552734375	1331.21435546875
513.656799316406	871.599426269531	1296.56176757812	1346.35083007812
495.225524902344	921.42236328125	1318.55529785156	1326.89050292969
501.018096923828	907.761291503906	1328.373046875	1306.45642089844
483.061706542969	895.038391113281	1340.11743164062	1307.19165039062
488.720397949219	858.202575683594	1331.20153808594	1288.14428710938
478.121459960938	859.033142089844	1356.46569824219	1275.01696777344
476.880706787109	884.524780273438	1336.01257324219	1270.23693847656
479.478637695312	908.79052734375	1290.54821777344	1199.94287109375
482.819152832031	908.313232421875	1238.00952148438	1206.85314941406
489.058929443359	896.281372070312	1229.80712890625	1245.96594238281
494.680450439453	899.450866699219	1224.80700683594	1246.10559082031
492.552154541016	911.599792480469	1218.85668945312	1227.13586425781
487.554016113281	926.099426269531	1177.701171875	1293.47924804688
496.602172851562	906.966979980469	1169.27697753906	1312.77075195312
508.406768798828	963.354919433594	1225.62292480469	1308.08581542969
502.112365722656	991.532897949219	1176.74792480469	1306.28857421875
510.335174560547	918.428344726562	1153.35852050781	1286.96948242188
516.725341796875	944.614868164062	1205.42395019531	1300.48217773438
506.049743652344	917.005065917969	1195.68994140625	1262.57849121094
515.476684570312	948.15966796875	1159.673828125	1206.71606445312
496.975891113281	927.103881835938	1179.68420410156	1198.25280761719
500.974029541016	955.323059082031	1220.39184570312	1184.3154296875
501.918243408203	916.254089355469	1202.861328125	1163.26794433594
487.135528564453	889.893859863281	1229.08703613281	1190.57458496094
476.735900878906	917.420471191406	1259.89965820312	1221.4775390625
484.191040039062	903.644958496094	1306.82678222656	1179.41320800781
485.872192382812	880.921752929688	1329.54992675781	1173.41857910156
471.147521972656	860.473449707031	1334.17919921875	1236.58557128906
476.102142333984	878.457763671875	1375.3984375	1220.87573242188
466.609497070312	858.312133789062	1352.54089355469	1238.47741699219
451.949310302734	870.2890625	1325.30236816406	1236.12707519531
461.934326171875	841.370544433594	1338.65600585938	1224.60534667969
446.644439697266	814.629760742188	1282.74230957031	1219.09899902344
437.353302001953	821.566772460938	1272.87255859375	1208.00720214844
426.677978515625	789.564575195312	1279.08142089844	1215.71179199219
424.817932128906	780.865417480469	1260.13000488281	1235.7861328125
413.118865966797	787.489318847656	1241.91540527344	1230.21325683594
407.798767089844	754.448303222656	1250.65698242188	1265.45153808594
394.255096435547	757.514587402344	1235.70703125	1257.87255859375
391.461029052734	703.42431640625	1249.66857910156	1247.02185058594
397.766723632812	672.43994140625	1237.38623046875	1247.43933105469
393.508911132812	656.002380371094	1256.76013183594	1238.384765625
394.967681884766	660.972595214844	1184.07543945312	1264.94519042969
391.836761474609	645.91650390625	1168.00317382812	1248.25036621094
394.920104980469	644.921447753906	1198.01452636719	1231.44653320312
389.027618408203	637.908447265625	1125.42712402344	1216.95129394531
402.396575927734	653.022583007812	1131.919921875	1181.19604492188
383.111083984375	616.6376953125	1114.00537109375	1175.42297363281
408.233581542969	626.067138671875	1089.55004882812	1195.59301757812
399.864440917969	583.397644042969	1093.8818359375	1217.6708984375
424.075958251953	631.514770507812	1116.66613769531	1208.13720703125
404.109680175781	649.390808105469	1113.94226074219	1213.00109863281
406.409332275391	654.489501953125	1104.5634765625	1237.15710449219
402.136138916016	686.616821289062	1116.68627929688	1221.84020996094
409.97314453125	678.64892578125	1147.87170410156	1181.13415527344
406.300994873047	709.930114746094	1167.10168457031	1182.31066894531
415.450286865234	660.683715820312	1190.83129882812	1230.99328613281
390.874053955078	718.357421875	1206.32434082031	1148.59020996094
407.264068603516	695.756652832031	1202.86767578125	1180.28723144531
411.884429931641	672.725036621094	1188.55212402344	1228.0146484375
420.882995605469	686.710754394531	1148.95336914062	1233.08337402344
409.853820800781	687.133728027344	1105.37634277344	1215.01428222656
409.981323242188	684.406127929688	1087.474609375	1184.21960449219
412.023284912109	676.771301269531	1040.60095214844	1107.15173339844
404.909332275391	693.7177734375	1069.03942871094	1098.30822753906
410.317657470703	679.567260742188	1123.89501953125	1074.38159179688
412.379211425781	689.881896972656	1113.85009765625	1124.19567871094
407.201477050781	703.439697265625	1144.70092773438	1152.09448242188
438.385162353516	674.651794433594	1126.54504394531	1167.74072265625
445.632507324219	706.873168945312	1137.18334960938	1137.3681640625
459.647430419922	713.302734375	1152.35131835938	1192.59167480469
468.729431152344	737.491821289062	1167.88244628906	1175.4140625
469.748931884766	716.143493652344	1183.28356933594	1188.25646972656
460.301147460938	723.68115234375	1162.04260253906	1178.1201171875
448.970947265625	719.215393066406	1191.82141113281	1169.12731933594
468.100738525391	687.109985351562	1186.28002929688	1160.89978027344
463.870666503906	757.510314941406	1190.85144042969	1187.2763671875
464.483764648438	785.136474609375	1168.21789550781	1225.49731445312
453.334716796875	793.83251953125	1166.45788574219	1249.65502929688
465.018493652344	799.798583984375	1201.63854980469	1266.74255371094
456.650299072266	800.566223144531	1180.67846679688	1257.75854492188
461.582183837891	790.376525878906	1193.57568359375	1241.89782714844
457.410888671875	781.184936523438	1218.14782714844	1181.78405761719
449.885009765625	882.370361328125	1218.4560546875	1165.361328125
440.877716064453	763.71142578125	1257.10986328125	1155.74377441406
444.600250244141	785.552612304688	1247.46325683594	1139.61962890625
445.337097167969	737.025512695312	1228.24401855469	1138.88146972656
444.539184570312	763.112976074219	1242.76000976562	1128.13354492188
435.907653808594	740.28173828125	1228.81848144531	1137.04370117188
438.891143798828	787.492614746094	1221.21240234375	1155.95825195312
454.865692138672	821.239013671875	1238.822265625	1185.35217285156
455.425231933594	821.452880859375	1255.85754394531	1211.57055664062
462.120880126953	820.383117675781	1251.568359375	1230.12963867188
474.368743896484	838.177307128906	1211.44104003906	1243.37585449219
453.244598388672	853.970764160156	1231.04089355469	1242.97570800781
459.962982177734	865.683166503906	1236.92126464844	1224.70458984375
449.2216796875	834.394348144531	1250.521484375	1235.57690429688
441.078186035156	858.057800292969	1229.43920898438	1247.17700195312
442.413208007812	805.431335449219	1241.134765625	1209.8271484375
424.745697021484	843.294921875	1231.55078125	1250.17138671875
420.413909912109	865.731018066406	1268.96520996094	1239.93359375
427.1376953125	861.746765136719	1285.85168457031	1262.31298828125
421.095031738281	875.073913574219	1278.447265625	1275.52075195312
419.771392822266	860.917907714844	1274.32019042969	1279.38500976562
407.973449707031	807.145263671875	1286.72326660156	1282.54907226562
390.425231933594	810.563842773438	1283.291015625	1289.89196777344
370.439849853516	780.522766113281	1226.38525390625	1261.6474609375
347.636505126953	777.77734375	1200.01049804688	1253.06188964844
328.535675048828	771.531433105469	1160.63549804688	1274.94104003906
326.083862304688	728.040222167969	1167.51892089844	1281.41906738281
326.734832763672	746.171813964844	1196.35461425781	1244.46520996094
324.376190185547	710.433776855469	1223.05651855469	1266.10607910156
325.033782958984	666.727294921875	1173.04821777344	1264.43835449219
313.235595703125	705.993347167969	1281.41174316406	1260.51843261719
317.873931884766	663.086975097656	1231.64782714844	1306.51428222656
315.788116455078	660.428894042969	1223.71472167969	1258.68664550781
327.127136230469	564.392761230469	1213.16625976562	1302.48303222656
332.650329589844	626.879455566406	1192.61096191406	1302.35900878906
345.659942626953	648.771423339844	1134.88989257812	1355.0126953125
348.475250244141	615.124084472656	1076.51831054688	1325.15808105469
363.600982666016	718.341735839844	1022.54284667969	1351.23107910156
366.453979492188	640.544982910156	1070.05786132812	1307.10864257812
375.909759521484	643.383911132812	1075.44506835938	1214.84521484375
383.142486572266	662.012512207031	1113.85717773438	1196.21154785156
393.901336669922	691.439514160156	1112.20690917969	1209.34790039062
399.902587890625	700.065002441406	1120.72216796875	1257.12023925781
412.546173095703	790.0849609375	1158.67944335938	1247.34069824219
404.339569091797	755.929382324219	1177.28967285156	1210.78210449219
411.034149169922	732.788024902344	1240.46606445312	1218.16748046875
404.419616699219	725.680908203125	1273.97827148438	1256.59301757812
411.079010009766	706.476196289062	1252.90112304688	1323.62182617188
416.644073486328	701.667541503906	1249.75634765625	1335.48486328125
419.531585693359	755.131286621094	1224.39404296875	1319.21325683594
416.360504150391	759.929077148438	1226.77172851562	1238.0693359375
425.837463378906	787.443786621094	1230.02880859375	1239.56872558594
428.758239746094	767.027099609375	1291.38671875	1248.08154296875
431.269500732422	791.803649902344	1313.08776855469	1294.6240234375
440.673278808594	832.756408691406	1353.28051757812	1287.55493164062
446.899780273438	857.061950683594	1392.56652832031	1300.51623535156
461.896759033203	878.604125976562	1420.93151855469	1325.97778320312
467.756072998047	897.080749511719	1418.29260253906	1311.0625
479.198852539062	853.671203613281	1380.52026367188	1313.35546875
480.776580810547	864.138549804688	1415.87719726562	1319.20922851562
509.509002685547	867.235961914062	1444.47717285156	1282.04772949219
508.143981933594	880.573974609375	1444.88696289062	1304.31176757812
515.622924804688	862.339233398438	1441.46997070312	1291.04602050781
503.579406738281	918.340148925781	1493.19494628906	1281.6884765625
508.86865234375	901.09326171875	1464.92517089844	1316.37329101562
480.763854980469	857.758544921875	1495.06567382812	1333.22644042969
490.924530029297	951.447204589844	1473.146484375	1331.69787597656
475.286651611328	928.262939453125	1500.47424316406	1343.52697753906
477.023132324219	871.835754394531	1437.998046875	1356.12060546875
469.998596191406	918.881286621094	1397.55163574219	1360.416015625
