-180 0 0 0
-175 0.167802340800775 0.0099 0.0218
-170 0.330578344204291 0.0392 0.0434
-165 0.483301672813291 0.0871 0.0647
-160 0.621332630568768 0.1521 0.0855
-155 0.740418162749963 0.2322 0.1057
-150 0.837078497312621 0.325 0.125
-145 0.9083171638853 0.4277 0.1434
-140 0.951910974773059 0.5371 0.1607
-135 0.966603345626583 0.65 0.1768
-130 0.951910974773059 0.7629 0.1915
-125 0.9083171638853 0.8723 0.2048
-120 0.837078497312621 0.975 0.2165
-115 0.740418162749963 1.0678 0.2266
-110 0.621332630568768 1.1479 0.2349
-105 0.483301672813291 1.2129 0.2415
-100 0.330578344204291 1.2608 0.2462
-95 0.167802340800775 1.2901 0.249
-90 0 1.3 0.25
-85 -0.167802340800775 1.2901 0.249
-80 -0.330578344204291 1.2608 0.2462
-75 -0.483301672813291 1.2129 0.2415
-70 -0.621332630568768 1.1479 0.2349
-65 -0.740418162749963 1.0678 0.2266
-60 -0.837078497312621 0.975 0.2165
-55 -0.9083171638853 0.8723 0.2048
-50 -0.951910974773059 0.7629 0.1915
-45 -0.966603345626583 0.65 0.1768
-40 -0.987481977892117 0.5422 0.1416
-39 -0.989705165587058 0.5206 0.1346
-38 -0.982262319825734 0.4991 0.1276
-37 -0.984485507520675 0.4775 0.1205
-36 -0.97704266175935 0.4559 0.1135
-35 -0.969599815998025 0.4344 0.1065
-34 -0.971823003692966 0.4128 0.0994
-33 -0.983712224844173 0.3913 0.0924
-32 -0.998984557705074 0.3497 0.0515
-30 -1.02488952736787 0.2863 0.0389
-28 -1.04122512390895 0.2429 0.0263
-26 -1.05756072045004 0.2141 0.0154
-24 -1.06423028353487 0.1804 0.0045
-22 -1.08713878282622 0.1567 -0.0039
-20 -1.1003812486613 0.1381 -0.0123
-18 -1.11729680720977 0.1186 -0.0175
-16 -1.1438783992145 0.0992 -0.0227
-14 -1.07969593706489 0.065 0
-12 -1.0095205341724 0.0441 0
-10 -0.827122482852667 0.0125 0
-8 -0.604610392689428 0.01 0
-6 -0.362669575279094 0.0087 0
-4 -0.119182192515758 0.0072 0
-2 0.123725228240203 0.0064 0
0 0.363056216617345 0.0065 0
2 0.602387204994486 0.0069 0
4 0.824609314154038 0.008 0
6 1.03291233513657 0.0102 0
8 1.18785885144051 0.0138 0
10 1.29283197477555 0.0225 -0.0001
12 1.26866689113489 0.0342 -0.0003
14 1.22536306125082 0.0465 -0.0006
16 1.25300791693574 0.0714 -0.001
18 1.27794628325291 0.0999 -0.0958
20 1.30452787525764 0.1441 -0.1062
22 1.32202339581348 0.1932 -0.1189
24 1.32965956224393 0.2443 -0.1326
26 1.32840297789461 0.294 -0.1464
28 1.31303398469915 0.3424 -0.1599
30 1.30095144287882 0.3911 -0.1733
32 1.27688301957272 0.4532 -0.1862
33 1.25967748002056 0.4978 -0.1533
34 1.2492381638878 0.522 -0.158
35 1.23841220641678 0.5456 -0.1626
36 1.22710294727295 0.5688 -0.167
37 1.21550370712543 0.5915 -0.1712
38 1.20371114630878 0.6139 -0.1754
39 1.19172526482301 0.6358 -0.1794
40 1.16978336887729 0.6573 -0.1834
45 1.08771874483359 0.7596 -0.2019
50 0.991348391274623 0.8265 -0.1944
55 0.890048360652957 0.9057 -0.2054
60 0.837078497312621 0.985 -0.2165
65 0.740418162749963 1.0678 -0.2266
70 0.621332630568768 1.1479 -0.2349
75 0.483301672813291 1.2129 -0.2415
80 0.330578344204291 1.2608 -0.2462
85 0.167802340800775 1.2901 -0.249
90 0 1.3 -0.25
95 -0.167802340800775 1.2901 -0.249
100 -0.330578344204291 1.2608 -0.2462
105 -0.483301672813291 1.2129 -0.2415
110 -0.621332630568768 1.1479 -0.2349
115 -0.740418162749963 1.0678 -0.2266
120 -0.837078497312621 0.975 -0.2165
125 -0.9083171638853 0.8723 -0.2048
130 -0.951910974773059 0.7629 -0.1915
135 -0.966603345626583 0.65 -0.1768
140 -0.951910974773059 0.5371 -0.1607
145 -0.9083171638853 0.4277 -0.1434
150 -0.837078497312621 0.325 -0.125
155 -0.740418162749963 0.2322 -0.1057
160 -0.621332630568768 0.1521 -0.0855
165 -0.483301672813291 0.0871 -0.0647
170 -0.330578344204291 0.0392 -0.0434
175 -0.167802340800775 0.0099 -0.0218
180 0 0 0
