SECTION			R(m)	t/c			c(m)	twist(deg)	
section25.dat	0.3525	0.250001	0.2012	11.340
section35.dat	0.5775	0.250000	0.1757	8.0696
section60.dat	1.1400	0.210000	0.1366	4.2624
section82.dat	1.6350	0.180001	0.1108	2.1952
section92.dat	1.8600	0.180000	0.0976	1.1469
